processId,id,filename,title,DOCTYPE,DATE,STATES,AGENCY
1004303.0,11756,EisDocument-UOFA-03049,South Unit Oil and Gas Development Project Master Development Plan Implementation Duchesne/Roosevelt Ranger District Ashley National Forest Duchesne County UT,Draft,February 2010,UT,Forest Service
1002113.0,12130,EisDocument-UOFA-02916,Stirling Energy Systems (SES) Solar 2 Project Construct and Operate Electric-Generating Facility Imperial Valley Imperial County CA,Draft,February 2010,CA,Bureau of Land Management
,13874,EisDocument-UOFA-02559,WITHDRAWN - Campo Regional Landfill Project Construction and Operation Permit Lease and Sublease Use of Reservation Land Campo Indian Reservation San Diego County CA,Draft Supplement,February 2010,CA,Bureau of Indian Affairs
1005054.0,13938,EisDocument-UOFA-03057,Wallops Flight Facility Shoreline Restoration and Infrastructure Protection Program Implementation Wallops Island VA,Draft,February 2010,VA,National Aeronautics and Space Administration
1004349.0,214,EisDocument-UOFA-02970,ADOPTION - Southwest Intertie Project Construction and Operation 500kV Transmission Line from the existing Midpoint substation near Shoshone ID to a new substation site in the Dry Lake Valley of Las Vegas NV area to a point near Delta UT Permits Approval and C,Final,February 2010,NV,Western Area Power Administration
1001647.0,4411,EisDocument-UOFA-02515,GENERIC - License Renewal of Nuclear Plants (GEIS) Regarding Duane Arnold Energy Center Supplement 42 to NUREG-1437 near the Town of Palo Linn County IA,Draft,February 2010,IA,Nuclear Regulatory Commission
840.0,6497,EisDocument-UOFA-03134,Lake Columbia Regional Water Supply Reservoir Project Proposes to Construct Operate and Maintain a Dam and Reservoir Mud Creek Angelina River Cherokee and Smith Counties TX,Draft,February 2010,TX,U.S. Army Corps of Engineers
1002603.0,7084,EisDocument-UOFA-02959,Lower Trinity and Mad River Motorized Travel Management Proposed to Prohibit Cross-County Motor Vehicle Travel Off Designated National Forest Transportation System (NFTS) Roads and Motorized Trails Six River National Forest CA,Final,February 2010,CA,Forest Service
1003026.0,8275,EisDocument-UOFA-02914,Natomas Levee Improvement Program Phase 4a Landside Improvement Project Issuing of 408 Permission and 404 Permits California Department of Water Resources (DWR) and the California Central Valley Flood Protection Board Sutter and Sacramento Counties CA,Final,February 2010,CA,U.S. Army Corps of Engineers
1003098.0,8428,EisDocument-UOFA-03272,New Melones Lakes Area Resource Management Plan Implementation Tuolumne and Calaveras Counties CA,Final,February 2010,CA,Bureau of Reclamation
1706.0,11373,EisDocument-UOFA-02699,Sierra Nevada Forest Plan Amendment Proposes to Provide an Objective Comparison of all of the Alternatives for 2004 Final EIS Amending Land and Resource Management Plans Modoc Lasser Plumas Tahoe Eldorado Stanislaus Sequoia Sierra Inyo and Humboldt-Toiyabe National Forests and the Lake Tahoe Basin Management Unit Several Counties CA and NV,Draft Supplement,February 2010,CA,Forest Service
,13371,EisDocument-UOFA-02690,US-31 Holland to Grand Haven Project Transportation Improvement to Reduce Traffic Congestation and Delay Ottawa County MI,Final,February 2010,MI,Federal Highway Administration
1000416.0,1244,EisDocument-UOFA-03042,Big Grizzly Fuels Reduction and Forest Health Project Proposes Vegetation Treatments Eldorado National Forest Georgetown Ranger District Georgetown CA,Draft,February 2010,CA,Forest Service
2000152.0,1515,EisDocument-UOFA-02777,Bridger-Teton National Forest Proposal to Determine What Terms and Conditions to Allow Development of Oil and Gas Leasing in the Wyoming Range Sublette County WY,Draft Supplement,February 2010,WY,Forest Service
1001101.0,3046,EisDocument-UOFA-02993,Deer Creek Station Energy Facility Project Proposed 300-megawatt (MW) Natural Gas-Fired Generation Facility Brookings County SD,Draft,February 2010,SD,Western Area Power Administration
1003225.0,8746,EisDocument-UOFA-02947,North Topsail Beach Shoreline Protection Project Seeking Federal and State Permits to Allow Implementation of a Non-Federal Shoreline and Inlet Management Project New River Inlet Onslow County NC,Final,February 2010,NC,U.S. Army Corps of Engineers
1001499.0,4117,EisDocument-UOFA-03125,Folsom Lake State Recreation Area & Folsom Powerhouse State Historic Park General Plan/Resource Management Plan Implementation Placer County CA,Final,January 2010,CA,Bureau of Reclamation
1002345.0,6378,EisDocument-UOFA-02923,Klamath National Forest Motorized Route Designation Motorized Travel Management (Formerly Motorized Route Designation) Implementation Siskiyou County CA and Jackson County OR,Final,January 2010,CA,Forest Service
1004781.0,13495,EisDocument-UOFA-02828,University Corridor Fixed Guideway Project To Implement Transit Improvements from Hillcroft Transit Center to the Vicinity of the University of Houston (UH) - Central Campus or the Eastwood Transit Center City of Houston Harris County TX,Final,January 2010,TX,Federal Transit Administration
2001216.0,14174,EisDocument-UOFA-02986,West Valley Demonstration Project and Western New York Nuclear Service Center Decommissioning and /or Long-Term Stewardship (DOE/EIS-0226-D Revised) City of Buffalo Eric and Cattaraugus Counties NY,Final,January 2010,NY,Department of Energy
1001175.0,3244,EisDocument-UOFA-02768,District of Columbia - III Project Proposal for Contractor-Owned/Operated Facility to House Felons and Criminal Aliens Possible Sites: Winton Site Hertford County NC and Princess Anne Site Somerset County MD,Draft,January 2010,NC;MD,Bureau of Prisons
1001305.0,3584,EisDocument-UOFA-02936,Eddy Gulch Late-Successional Reserve Fuels/Habitat Protection Project To Protect Late-Successional Habitat used by the Northern Spotted Owl and Other Late-Successional-Dependent Species Salmon River and Scott River Ranger District Klamath National Forest Siskiyou County CA,Final,January 2010,CA,Forest Service
1002151.0,5863,EisDocument-UOFA-02744,International Falls Land Port of Entry Improvements Study Proposes to Replace the Existing Land Port of Entry Minnesota along the US and Canada Border,Draft,January 2010,,General Services Administration
1003895.0,10675,EisDocument-UOFA-02738,Rogue River-Siskiyou National Forest Motorized Vehicle Use To Enact the Travel Management Rule Implementation Douglas Klamath Jackson Curry Coos and Josephine Counties OR and Del Norte and Siskiyou Counties CA,Final,January 2010,CA,Forest Service
1004478.0,12252,EisDocument-UOFA-02795,Surf City and North Topsail Beach Project To Evaluate Coastal Storm Damage Reduction Topsail Island Pender and Onslow Counties NC,Draft,January 2010,NC,U.S. Army Corps of Engineers
2001191.0,13824,EisDocument-UOFA-02590,WA-520 I-5 to Medina Bridge Replacement and HOV Project To Improve Mobility for People and Goods across Lake Washington in Seattle King County WA,Draft Supplement,January 2010,WA,Federal Highway Administration
1001748.0,4760,EisDocument-UOFA-02674,Grand Forks Air Force Base Project Beddown and Flight Operations of Remotely Piloted Aircraft Base Realignment and Closure (BRAC) ND,Draft,January 2010,ND,United States Air Force
1003921.0,10736,EisDocument-UOFA-03171,Ruby Pipeline Project Proposed Natural Gas Pipeline Facilities Right-of-Way Grants (and/or Temporary Use or Special Use Permits) WY UT NV and OR,Final,January 2010,NV;OR;UT,Federal Energy Regulatory Commission
1004252.0,11635,EisDocument-UOFA-02815,South Dakota PrairieWinds Project Proposes to Construct Own Operate and Maintain a 151.5 megawatt (MW) Nameplate Capacity Wind-Powered Generation Facility Aurora Brule and Jerauld Tripp Counties SD,Draft,January 2010,SD,Western Area Power Administration
1003829.0,10478,EisDocument-UOFA-01406,Rex Whitton Expressway Project To Safely and Reliably Improve Personal and Freight Mobility Reduce Traffic Congestion US 50/63 (Rex Whitton Expressway also Known as Whitton) Facility in Cole County MO,Draft,January 2010,MO,Federal Highway Administration
3000046.0,12015,EisDocument-UOFA-01956,St. Johns River Crossing Project Improved Highway Corridor and Brdge Crossing the St. John River between Clay and St. Johns Counties FL,Draft,January 2010,FL,Federal Highway Administration
1004286.0,11719,EisDocument-UOFA-01258,South Park Bridge Project Proposes to Rehabilitate or Replace the Historic South Park Ridge over the Duwamish Waterway at 14th/16 Avenue S US Coast Guard Permit and U.S. Army COE Section 10 and 404 Permits King County WA,Final,December 2009,WA,Federal Highway Administration
1000224.0,739,EisDocument-UOFA-01074,Aroostook County Transport Study Route I-161 Connector To Identify Transportation Corridors that will Improve Mobility and Efficiency within Northeastern Aroostook County and other portions of the U.S. and Canada US Army COE Section 404 Permit Endangered Species Act NPDES and Section 10 River and Harbors Act Caribou Aroostook County ME,Final,December 2009,ME,Federal Highway Administration
1000477.0,1421,EisDocument-UOFA-02195,Boise National Forest Project Proposed Amendments to the Land and Resource Management Plan Wildlife Conservation Strategy (WCS) Phase 1: Forested Biological Community Located within Portions of Ada Boise Elmore Gem and Valley Counties ID,Draft,December 2009,ID,Forest Service
1001494.0,4104,EisDocument-UOFA-02419,Foley Land Cut Portion of the Gulf Intracoastal Waterway Proposed Construction of Residential Commercial and Marine Development Gulf Shores and Orange Beach Baldwin County AL,Final,December 2009,AL,U.S. Army Corps of Engineers
1002212.0,6055,EisDocument-UOFA-01576,Jarbidge Ranger District Rangeland Management Project Proposed Reauthorizing Grazing on 21 Existing Grazing Allotments Humboldt Toiyabe National Forest Elko County NV,Final,December 2009,NV,Forest Service
2001015.0,11319,EisDocument-UOFA-00871,Shelby Avenue/Demonbreun Street (Gateway Boulevard Corridor from I-65 North [I-24 West] to I-40 West in Downtown Nashville To Address Transportation needs in the Study Area. Davidson County TN,Final Supplement,December 2009,TN,Federal Highway Administration
1005000.0,13693,EisDocument-UOFA-01776,Vail Ski Area's 2007 Improvement Project Proposed On-Mountain Restaurant from the top of Vail Mountain to Mid Vail Special-Use-Permit Eagle/Holy Cross Ranger District White River National Forest Eagle County CO,Final,December 2009,CO,Forest Service
1005187.0,14306,EisDocument-UOFA-02150,White Sands Missile Range (WSMR) Development and Implementation of Range-Wide Mission and Major Capabilities NM,Final,December 2009,NM,United States Army
1000393.0,1179,EisDocument-UOFA-02223,Bering Sea Chinook Salmon Bycatch Management Establish New Measures to Minimize Chinook Salmon Bycatch To Amend the Fishery Management Plan Implementation Bering Sea Pollock Fishery AK,Final,December 2009,AK,National Oceanic and Atmospheric Administration
1000670.0,1932,EisDocument-UOFA-01581,Canyon Fuels and Vegetation Management Project Proposed Fuels and Vegetation Treatment to Reduce the Risk of Stand Loss Due to Overly Dense Stand Conditions Lookout Mountain Ranger District Ochoco National Forest Crook County OR,Draft,December 2009,OR,Forest Service
1001201.0,3315,EisDocument-UOFA-02184,Draper Transit Corridor Project To Improve Transportation Mobility and Connectivity for Residents and Commuters in the Project Study Area Salt Lake County UT,Draft,December 2009,UT,Federal Transit Administration
1001252.0,3447,EisDocument-UOFA-01420,East Columbia Transportation Project To Improve the Transportation Network in Eastern Columbia/Boone County by: 1) extending Route 740 from its Terminus at US-63 along a new Alignment to I-70 at the existing St. Charles road interchange 2) Improving existing Broadway (Route WW) to Olivet Road and 3) Extending Ballenger Lane from Future Route 740 to Clark Lane City of Columbia Boone County MO,Final,December 2009,MO,Federal Highway Administration
1002833.0,7734,EisDocument-UOFA-02179,Minidoka Dam Spillway Replacement Project To Prevent Structural Failure of the Minidoka Dam Spillway and Canal Headworks Lake Walcott Minidoka County ID,Draft,December 2009,ID,Bureau of Reclamation
1003013.0,8246,EisDocument-UOFA-01649,National Mall Plan To Prepare a Long-Term Plan that will Restore National Mall Implementation Washington DC,Draft,December 2009,DC,National Park Service
2001006.0,11232,EisDocument-UOFA-01777,Selway-Bitterroot Wilderness Plants Management Project To Prevent the Establishment of New Invaders and Reduce the Impacts of Established Invasive Plants on Native Plant Community Stability Sustainability and Diversity Nez Perce Clearwater Lolo and Bitterroot National Forests ID and MT,Final,December 2009,ID;MT,Forest Service
1005156.0,14225,EisDocument-UOFA-01760,Western Wake Regional Wastewater Management Facilities Proposed Construction of Regional Wastewater Pumping Conveyance Treatment and Discharge Facilities to Serve the Towns of Apex Cary Holly Springs and Morrisville Research Triangle Park Wake County NC,Final,December 2009,NC,U.S. Army Corps of Engineers
1001151.0,3173,EisDocument-UOFA-00905,Detroit Intermodal Freight Terminal (DIFT) Project Proposes Improvement to Intermodal Freight Terminals in Wayne and Oakland Counties MI,Final,December 2009,MI,Federal Highway Administration
1001173.0,3241,EisDocument-UOFA-02271,Disposition of Bureau of Mines Property Twin Cities Research Center Main Campus Implementation Hennepin County MN,Final,December 2009,MN,National Park Service
1001365.0,3764,EisDocument-UOFA-01819,Equus Beds Aquifer Storage Recharge and Recovery Project To Provide Municipal and Industrial (M&I) Water to City and Surrounding Region Equus Beds Division Wichita Project Kansas Harvey Sedgwick and Reno Counties KS,Final,December 2009,KS,Bureau of Reclamation
1002686.0,7385,EisDocument-UOFA-01579,Martin Basin Rangeland Project Reauthorizing Grazing on Eight Existing Cattle and Horse Allotments: Bradshaw Buffalo Buttermilk Granite Peak Indian Martin Basin Rebel Creek and West Side Flat Creek Santa Rosa Ranger District Humboldt-Toiyabe National Forest NV,Final,December 2009,NV,Forest Service
1002933.0,7952,EisDocument-UOFA-00156,Moore Ranch In-Situ Uranium Recovery (ISR) Project Proposal to Construct Operate Conduct Aquifer Restoration and Decommission an In-Situ Recovery (ISR) Facility NUREG-1910 Campbell County WY,Draft,December 2009,WY,Nuclear Regulatory Commission
1003144.0,8541,EisDocument-UOFA-00204,Nichols Ranch In-Situ Uranium Recovery (ISR) Project Proposal to Construct Operate Conduct Aquifer Restoration and Decommission and In-Situ Recovery Uranium Milling Facility Campbell and Johnson Counties WY,Draft,December 2009,WY,Nuclear Regulatory Commission
1004563.0,12534,EisDocument-UOFA-01684,The Town of Nags Head Beach Nourishment Project Propose to Utilize a Self-Contained Hooper Dredge and Other Feasible Dredging Equipment during a Proposed Construction Window from April through September Dare County NC,Draft,December 2009,NC,U.S. Army Corps of Engineers
1004669.0,12813,EisDocument-UOFA-01135,Tropic to Hatch 138kV Transmission Line Project Proposing Construction of a new 138 kV transmission Line that would replace some or all the existing 69 kV Transmission Line Applications for Special-Use Permits and/or Right-of-Way Grants Grand Staircase-Escalante National Monument Management Plan Amendment Garfield County UT,Draft,December 2009,UT,Forest Service
2000217.0,2431,EisDocument-UOFA-01983,Clear Creek Management Area Resource Management Plan (RMP) Implementation Portion of San Benito County and Fresno County CA,Draft,December 2009,CA,Bureau of Land Management
1002891.0,7842,EisDocument-UOFA-01449,Modoc National Forest Motorized Travel Management Plan Implementation National Forest Transportation System (NFTS) Modoc Lassen and Siskiyou Counties CA,Final,December 2009,CA,Forest Service
1003778.0,10303,EisDocument-UOFA-02259,Rationalization of the Pacific Coast Groundfish Limited Entry Trawl Fishery Amendment 20 Implementation WA OR and CA,Draft,December 2009,WA;OR,National Oceanic and Atmospheric Administration
1003846.0,10568,EisDocument-UOFA-02000,Rio de los Pinos Vegetation Management Project Proposes to Salvage Engelmann Spruce Trees that have been killed by or are Infested with Spruce Beetle Conejos Peak Ranger District Rio Grande National Forest Conejos Rio Grande and Archuleta Counties CO,Draft,December 2009,CO,Forest Service
1004401.0,12036,EisDocument-UOFA-02350,Stanislaus National Forest Motorized Travel Management (17305) Plan Implementation Stanislaus National Forest CA,Final,December 2009,CA,Forest Service
1000817.0,2318,EisDocument-UOFA-01785,Chief Joseph Hatchery Program Construction Operation and Maintenance of a Chinook Salmon Hatchery Production Program Confederated Tribes of the Colville Reservation (Colville Tribes) Okanogan River and Columbia River Okanogan County WA,Final,November 2009,WA,Bonneville Power Administration
1001118.0,3096,EisDocument-UOFA-02384,Delta-Mendota Canal/California Aqueduct Intertie Project Construction and Operation of a Pumping Plant and Pipeline Connection San Luis Delta-Mendota Water Authority Project Central Valley Project Alameda and San Joaquin Counties CA,Final,November 2009,CA,Bureau of Reclamation
1001656.0,4567,EisDocument-UOFA-00021,Generic - License Renewal of Nuclear Plants for the Prairie Island Nuclear Generating Plant Units 1 and 2 Supplement 39 NUREG-1437 Implementation City of Red Wing Dakota County . MN,Draft,November 2009,MN,Nuclear Regulatory Commission
1003160.0,8573,EisDocument-UOFA-01796,Norbeck Wildlife Project Proposing to Manage Vegetation to Benefit Game Animals and Bird Black Hills National Forest Custer and Pennington Counties SD,Draft,November 2009,SD,Forest Service
1001830.0,5010,EisDocument-UOFA-02232,Guam and Commonwealth of the Northern Mariana Islands (CNMI) Military Relocation Proposed Relocating Marines from Okinawa Visiting Aircraft Carrier Berthing and Army Air and Missile Defense Task Force Implementation GU,Draft,November 2009,GU,United States Navy
1002759.0,7549,EisDocument-UOFA-02130,Mesaba Energy Project Proposes to Design Construct and Operate a Coal-Based Integrated Gasification Cycle(IGCC) Electric Power Generating Facility Located in the Taconite Tax Relief Area (TTRA) Itasca and St. Louis Counties MN,Final,November 2009,MN,Department of Energy
1003205.0,8696,EisDocument-UOFA-01137,North Metro Corridor Project Proposed a Commuter Rail Transit from downtown Denver Colorado north to State Highway (SH) 7 in the Cities of Denver Commerce City Thornton Northglenn and Adams County CO,Draft,November 2009,CO,Federal Transit Administration
2000979.0,10814,EisDocument-UOFA-01905,Saddle Road (HI-200) Improvements Project. Proposed Improvement from Mamalahoa Highway (HI-190) to Milepost 41 Hawaii County HI,Draft Supplement,November 2009,HI,Federal Highway Administration
1003962.0,10881,EisDocument-UOFA-00931,Salt Timber Harvest and Fuel Hazard Reduction Project Proposing Vegetation Management in the Salt Creek Watershed South Fork Management Unit Hayfork Ranger District Shasta-Trinity National Forest Trinity County CA,Final,November 2009,CA,Forest Service
2000151.0,1502,EisDocument-UOFA-01600,Brevard County Florida Hurricane and Storm Damage Reduction Project To Reduce the Damages Caused by Erosion and Coastal Storms to Shorefront Structures Along the Mid-Reach Segment Implementation Brevard County FL,Draft Supplement,November 2009,FL,U.S. Army Corps of Engineers
1000790.0,2248,EisDocument-UOFA-01310,Chattahoochee River National Recreation Area General Management Plan Preferred Alternative is F Future Directions for the Management and Use of Chattachoochee River National Recreation Area Implementation Chattahoochee River Atlanta GA,Final,November 2009,GA,National Park Service
1001600.0,4350,EisDocument-UOFA-01755,Fremont-Winema National Forests Invasive Plant Treatment Propose to Treat up to 8 700 Acres of Invasive Plant Infestation Per Year Klamath and Lake Counties OR,Draft,November 2009,OR,Forest Service
1000274.0,4366,EisDocument-UOFA-02235,Fruit Growers Supply Company's Multi-Species Habitat Conservation Plan Implementation Authorization for Incidental Take Permit Siskiyou County CA,Draft,November 2009,CA,National Oceanic and Atmospheric Administration
1003098.0,8427,EisDocument-UOFA-02474,New Melones Lakes Area Resource Management Plan Implementation Tuolumne and Calaveras Counties CA,Draft,November 2009,CA,Bureau of Reclamation
1001424.0,3919,EisDocument-UOFA-01587,Federal Reserve Bank of San Francisco Propose to sell the Property at 1015 Second Avenue that is Eligible for Listing on the National Register of Historic Places located in Seattle WA,Draft,November 2009,WA,Federal Reserve Bank of San Francisco
1002295.0,6256,EisDocument-UOFA-02385,Kemper County Integrated Gasification Combined-Cycle (IGCC) Project Construction and Operation of Advanced Power Generation Plant U.S. Army COE Section 404 Permit Kemper County MS,Draft,November 2009,MS,Department of Energy
1003510.0,9883,EisDocument-UOFA-01354,Piute Fire Restoration Project Proposes to Salvage Dead and Dying Trees Treat Excess Fuels and Plant Trees Kern River Ranger District Sequoia National Forest Kern County CA,Draft,November 2009,CA,Forest Service
1000138.0,497,EisDocument-UOFA-02429,Amendment 16 to the Northwest Multispecies Fishery Management Plan Propose to Adopt Approval and Implementation Measures to Continue Formal Rebuilding Program for Overfishing and to End Overfishing on those Stock where it Occurring Gulf of Maine,Final,October 2009,,National Oceanic and Atmospheric Administration
1001518.0,4158,EisDocument-UOFA-01846,Fort Bliss Army Growth and Force Structure Realignment Project Implementing Land Use Changes and Improving Training Infrastructure to Support the Growth the Army (GTA) Stationing Decision El Paso Country TX and Dona Ana and Otero Counties NM,Draft,October 2009,NM,United States Army
1003714.0,9469,EisDocument-UOFA-01715,PROGRAMMATIC - Toward an Ecosystem Approach for the Western Pacific Region: From Species-Based Fishery Management Plans to Place-Based Fishery Ecosystem Plans Bottomfish and Seamount Groundfish Coral Reef Ecosystems Crustaceans Precious Corals Pelagics Implementation American Samoa Commonwealth of the Northern Mariana Islands Hawaii U.S. Pacific Remote Island Area,Final,October 2009,,National Oceanic and Atmospheric Administration
1005291.0,14516,EisDocument-UOFA-00912,Y-12 National Security Complex Project to Support the Stockpile Stewardship Program and to Meet the Mission Assigned to Y-12 Oak Ridge TN,Draft,October 2009,TN,National Nuclear Security Administration
1002217.0,6064,EisDocument-UOFA-01103,Jefferson National Expansion Memorial General Management Plan Implementation St. Louis MO,Final,October 2009,MO,National Park Service
1004572.0,12559,EisDocument-UOFA-01722,Thom-Seider Vegetation Management and Fuels Reduction Project To Respond to the Increasing Density and Fuels Hazard Evident along the Klamath River between Hamburg and Happy Camp Klamath National Forest Siskiyou County CA,Final,October 2009,CA,Forest Service
2000322.0,3653,EisDocument-UOFA-01412,Elizabeth Brady Road (NC-1879) Extension Project Widening and Extension of NC-1879 from the Intersection of NC-86 with us 70 Business to North of US-70 Bypass at the Intersection of St. Mary's Road NC-1002 Hillsborough Central Business Orange County NC,Draft,October 2009,NC,Federal Highway Administration
1001896.0,5210,EisDocument-UOFA-01639,Hatchery and Stocking Program. Operation of 14 Trout Hatcheries and the Mad River Hatchery for the Anadromous Steelhead Federal Funding California Department of Fish and Game CA,Draft,October 2009,CA,Fish and Wildlife Service
1004585.0,12598,EisDocument-UOFA-01150,Thunder Basin National Grassland Prairie Dog Management Strategy Land and Resource Management Plan Amendment #3 Proposes to Implement a Site-Specific Strategy to Manage Black Trailed Prairie Dog Douglas Ranger District Medicine Bow-Routt National Forests and Thunder Basin National Grassland Campbell Converse Niobrara and Weston Counties WY,Final,October 2009,WY,Forest Service
2001209.0,14105,EisDocument-UOFA-02463,West Coast Basing of the MV-22 Determining Basing Location(s) and Providing Efficient Training Operations CA AZ,Final,October 2009,CA;AZ,United States Navy
1001138.0,3136,EisDocument-UOFA-02323,Deschutes and Ochoco National Forest and the Crooked River National Grassland Travel Management Project Implementation Deschutes Jefferson Crook Klamath Lake Grant and Wheeler County OR,Draft,October 2009,OR,Forest Service
1001769.0,4828,EisDocument-UOFA-02169,Grassland Bypass Project 2010-2019 Project Proposed new Use Agreement San Joaquin River CA,Final,October 2009,CA,Bureau of Reclamation
1001959.0,5369,EisDocument-UOFA-01223,Honey Creek-Padus Project Proposes to Harvest Timber Regenerate Stands Plant and Protect Tree Seedlings and Manage Access on Approximately 6 702 Acres Lakewood_-Laona Ranger District Chequamegon-National Forest Forest County WI,Draft,October 2009,WI,Forest Service
1003243.0,8805,EisDocument-UOFA-01224,Northeastern Tributary Reservoirs Land Management Plan Implementation Beaver Creek Clear Creek Boone Fort Patrick Henry South Holston Watauga and Wilbur Reservoirs Carter Johnson Sullivan and Washington Counties TN and Washington County VA,Draft,October 2009,TN,Tennessee Valley Authority
1004105.0,11240,EisDocument-UOFA-02468,Sequoia National Forest Motorized Travel Management Project Prohibit Cross-Country Travel for Managing Motorized Travel Kern River Western Divide Ranger Districts Sequoia National Forest Tulare County CA,Final,October 2009,CA,Forest Service
1000452.0,1356,EisDocument-UOFA-01349,Black River Exchange Project Proposal to Exchange Federal and Non-Federal Lands Apache-Sitgreaves National Forests Apache County AZ,Final,October 2009,AZ,Forest Service
1002853.0,7784,EisDocument-UOFA-02476,Mississippi River Headwaters Reservoir Operating Plan Evaluation (ROPE) Proposed Revision to the Operating Plan for the Reservoirs Upper Mississippi River Headwaters Bemidji to St. Paul MN,Final,October 2009,MN,U.S. Army Corps of Engineers
2001047.0,11835,EisDocument-UOFA-00167,Southern Connector/Champlain Parkway Project (MEGC-M5000(1) Construction from Interchange of I-189 to Shelburne Street (US Route &) and Extending westerly and northerly to the City of Center District within the City of Burlington Chittenden County VT,Final Supplement,October 2009,VT,Federal Highway Administration
1005012.0,13734,EisDocument-UOFA-00827,Vegetation Treatments Using Herbicides on Bureau of Land Management (BLM) Lands in Oregon Implementation OR,Draft,October 2009,OR,Bureau of Land Management
1002670.0,7346,EisDocument-UOFA-01877,Marine Corps Base Camp Pendleton Basewide Utilities Infrastructure Construct and Operate Six Utility Infrastructure Project San Diego County CA,Draft,September 2009,CA,United States Marine Corps
1003051.0,8330,EisDocument-UOFA-01564,Naval Surface Warfare Center Panama City Division (NSWC PCD) Capabilities to Conduct New and Increased Mission Operations for the Department of Navy (DON) and Customers within the three Military Operating Area and St. Andrew Bay (SAB) Gulf of Mexico FL,Final,September 2009,FL,United States Navy
1003071.0,8357,EisDocument-UOFA-01835,Nebraska National Forests and Grassland Travel Management Project Proposes to Designate Routes and Areas Open to Motorized Travel Buffalo Gap National Grassland Oglala National Grassland Samuel R. McKelvie National Forest and the Pine Ridge and Bessey Units of the Nebraska National Forest Fall River Custer Pennington Jackson Counties; SD and Sioux Dawes Cherry Thomas and Blaine Counties NE,Draft,September 2009,SD;NE,Forest Service
1004011.0,11003,EisDocument-UOFA-02460,San Pedro Waterfront Project Proposed Specific Development Project and Associated Infrastructure Improvements on Approximately 400 Acres Currently Operated by Los Angeles Harbor Department (LAHD) Located along the West Side of Los Angeles Harbor's Main Channel from the Vincent Thomas Bridge to Cabrillo Beach US Army Section 10 and 404 and Section 103 Marine Protection Research and Sanctuaries Act Permits (MPRSA) City of Los Angeles CA,Final,September 2009,CA,U.S. Army Corps of Engineers
1002010.0,5491,EisDocument-UOFA-01237,I-15 Corridor Improvement and Local Arterial Improvements Project Collectively Known as Project NEON To Improve the Safety and Travel Efficiency in the I-15 Corridor City of Las Vegas Clark County NV,Draft,September 2009,NV,
1002297.0,6261,EisDocument-UOFA-01568,Kenai National Wildlife Refuge Draft Revised Comprehensive Conservation Plan Implementation AK,Final,September 2009,AK,Fish and Wildlife Service
1003955.0,10864,EisDocument-UOFA-01996,Salmon-Challis National Forest (SCNF) Proposes Travel Planning and OHV Route Designation Lemhi Custer and Butte Counties ID,Final,September 2009,ID,Forest Service
232.0,2453,EisDocument-UOFA-01756,Cleveland Harbor Dredged Material Management Plan Operations and Maintenance Cuyahoga County OH,Draft,September 2009,OH,U.S. Army Corps of Engineers
1001024.0,2847,EisDocument-UOFA-02260,Crenshaw Transit Corridor Project Proposes to Improve Transit Services Funding Los Angeles County Metropolitan Transportation Authority (LACMTA) Los Angeles County CA,Draft,September 2009,CA,Federal Transit Administration
1001550.0,4227,EisDocument-UOFA-02147,Fort Lewis Army Growth and Force Structures Realignment Implementation Fort Lewis and Yakima Training Center Kittitas Pierce Thurston and Yakima Counties WA,Draft,September 2009,WA,United States Army
1001591.0,4330,EisDocument-UOFA-01397,Freds Fire Reforestation Project Implementation EL Dorado National Forest Placerville and Pacific Ranger Districts El Dorado County CA,Draft,September 2009,CA,Forest Service
1003042.0,8307,EisDocument-UOFA-02461,Naval Base Kitsap - Bangor Construct and Operate a Swimmer Interdiction Security System (SISS) Silverdale Kitsap County WA,Final,September 2009,WA,United States Navy
1000863.0,11483,EisDocument-UOFA-00235,Small-Scale Suction Dredging in Lolo Creek and Moose Creek Project Updated Information to Analysis Three Alternatives Clearwater National Forest North Fork Ranger District Clearwater and Idaho Counties ID,Draft Supplement,September 2009,ID,Forest Service
1004596.0,12323,EisDocument-UOFA-00044,TIER 1 - Elgin O'Hare - West Bypass Study To Identify Multimodal Transportation Solutions Cook and DuPage Counties IL,Draft,September 2009,IL,Federal Highway Administration
1004740.0,12977,EisDocument-UOFA-00939,U.S. Army Alaska (USARAK) Project Proposes the Stationing and Training of Increased Aviation Assts Fort Wainwright Fairbank AK,Final,September 2009,AK,United States Army
1003704.0,191,EisDocument-UOFA-00429,ADOPTION - PROGRAMMATIC - South Bay Salt Pond Restoration Project Restored Tidal Marsh Managed Ponds Flood Control Measures and Public Access Features Don Edward San Francisco Bay National Wildlife Refuge Alameda Santa Clara and San Mateo Counties CA,Final,September 2009,CA,National Oceanic and Atmospheric Administration
1001254.0,3451,EisDocument-UOFA-02475,East Corridor Project Proposes Commuter Rail Transit from downtown Denver to International Airport (DIA) Denver Adams Arapahoe Jefferson and Douglas Counties CO,Final,September 2009,CO,Federal Transit Administration
1543.0,10437,EisDocument-UOFA-00196,Renewal of Authorization to Use Pinecastle Range New Information that was not Available in the 2002 FEIS Continued Use of the Range for a 20 Year Period Special Use Permit Issuance Ocala National Forest Marion and Lake Counties FL,Draft Supplement,September 2009,FL,United States Navy
